min_distance_depot,average_distance_depot,max_distance_depot,min_distance_nondepot,average_distance_nondepot,max_distance_nondepot,min_demand,average_demand,max_demand,num_customers,vehicle_capacity,best_objective_value,computational_time
11,635.1543624,1271,2,528.6109642,1372,30,64.86912752,100,298,300,189964,17.47600126
15,388.2043796,689,3,527.4370739,1331,30,63.88321168,100,274,300,138713,15.92387414
61,544.9902913,1047,2,526.6030784,1301,30,67.5,100,206,300,118114,12.57178903
18,559.8590604,1059,6,522.5523015,1288,30,65.52013423,100,298,400,163548,18.02472758
33,403.0801887,813,4,515.2839578,1348,31,64.34433962,100,212,300,102771,13.0655241
31,545.920398,1058,8,528.8977114,1275,30,66.94029851,100,201,400,106559,12.00914979
7,583.6573427,1118,2,526.1185131,1360,30,65.1958042,100,286,500,150932,17.4819994
45,623.5571956,1157,4,521.3724477,1350,30,65.24354244,100,271,300,169307,16.36463642
20,435.1352657,878,6,537.8793678,1303,30,65.48309179,100,207,500,100173,12.40788174
56,638.4716312,1242,2,546.8044976,1366,30,65.73049645,100,282,400,169488,16.75841165
19,404.2456897,815,3,518.9914166,1346,30,65.79310345,100,232,400,110394,13.5662396
3,478.9638554,998,4,522.3735264,1377,30,65.34939759,100,249,400,129807,15.01638818
44,639.7635468,1182,6,529.7757401,1359,30,65.47783251,100,203,400,115942,12.18802667
37,407.1055046,813,3,522.9902761,1310,30,64.71100917,99,218,400,100089,12.2469914
36,407.0678571,879,3,523.6160778,1328,30,64.84642857,100,280,500,132539,16.53556061
57,471.2633588,944,2,533.8718669,1315,30,64.28625954,100,262,300,140764,15.64904761
48,642.4380952,1188,2,538.0625199,1375,30,63.55238095,100,210,500,111808,12.4988482
7,536.5034965,1090,3,521.252926,1365,30,65.95104895,100,286,300,162838,17.04722834
43,478.5081301,967,3,540.7317405,1338,30,65.58943089,100,246,400,131403,14.79553604
37,572.56917,1090,4,530.745969,1329,30,65.23320158,100,253,400,134257,15.3522172
29,461.6964981,928,2,530.7432211,1335,30,65.43579767,100,257,500,129213,15.09136486
11,538.2801418,1109,4,537.3314656,1333,30,64.64893617,100,282,500,148343,16.96529508
21,656.3827586,1214,5,543.7742751,1331,30,63.72758621,100,290,500,165759,17.22414684
30,513.1866667,1033,2,525.8067113,1331,30,65.58,100,300,400,160379,18.20558429
28,556.5555556,1067,3,536.9627128,1352,30,65.37198068,100,207,400,110843,12.74271011
29,498,989,2,527.6417162,1343,30,64.71582734,100,278,500,140377,16.41263103
68,586.6527197,1030,3,516.5621814,1294,30,67.9874477,100,239,400,131741,14.69859099
26,493.3949275,984,3,513.8364954,1280,30,64.66304348,100,276,300,152229,16.140764
56,507.8164063,982,3,532.522886,1324,30,64.3671875,100,256,300,146782,15.77097416
28,653.251773,1219,2,535.3322228,1328,30,64.58510638,100,282,300,177453,17.04624414
16,495.8292683,994,3,509.1599137,1338,30,64.98780488,100,246,500,120438,14.47771764
61,534.5948276,1079,3,527.2725034,1391,30,65.93103448,100,232,300,131557,15.16332459
23,547.3238434,1094,1,532.9407473,1330,30,64.12455516,100,281,300,164637,16.97930622
36,528.0384615,1056,5,499.3252265,1326,30,65.23504274,100,234,500,116459,14.56764412
50,501.3568773,1086,3,506.8620651,1359,30,64.11524164,100,269,300,148124,16.11475921
27,538.7309417,1066,3,512.2973781,1331,30,66.42600897,100,223,400,116950,14.00405526
7,406.2912621,781,2,533.469382,1305,30,65.08737864,100,206,500,98718,12.97157979
23,493.6013514,1022,2,519.3656436,1356,30,63.99324324,100,296,300,163138,18.26856828
27,454.4767932,850,4,517.4550883,1288,30,65.54008439,100,237,400,120671,14.15590024
42,605.5366972,1175,2,523.3506109,1326,30,64.33027523,100,218,400,117224,13.0795176
33,424.7272727,901,4,518.7755915,1316,30,63.39090909,100,220,500,103132,12.90961528
55,545.7178423,1020,5,530.2131743,1381,30,63.95020747,100,241,300,140563,14.70858288
52,532.0884615,1059,3,520.3583309,1336,30,65.38076923,100,260,400,140661,15.48414207
49,605.68,1079,2,527.4408759,1285,30,67.43636364,100,275,500,147093,16.24071121
71,615.0462963,1137,2,503.0170112,1310,30,62.68518519,100,216,400,115340,13.28941822
7,510.9023438,957,4,521.860815,1290,31,66.98046875,100,256,300,143535,15.70499325
23,545.2057416,1006,6,534.5366673,1347,30,63.64593301,100,209,400,112741,12.42187476
19,552.3632653,1081,1,524.1871863,1334,30,63.6122449,100,245,300,139545,14.74256611
29,490.2536585,1000,5,519.7142037,1317,30,66.52195122,100,205,300,109064,12.36692333
20,569.1137255,1086,4,504.9517369,1329,30,64.29019608,100,255,500,129859,15.07137823
27,449.9852941,970,3,504.5631218,1298,30,63.23039216,100,204,300,104804,12.64976335
28,550.2358079,1164,4,508.857121,1375,30,66.51091703,100,229,300,131316,14.12691569
35,591.4514563,1188,1,512.7165996,1373,30,63.97572816,99,206,400,111794,12.46288872
20,529.007326,1040,2,517.3308824,1349,30,65.26373626,100,273,300,155159,16.38764572
24,442.6071429,895,6,520.5399039,1287,30,63.65873016,100,252,500,116958,14.73856783
33,573.4520548,1059,1,515.4451584,1371,30,64.33219178,100,292,400,159984,16.58051467
19,419.2151899,814,2,521.9079954,1320,30,63,100,237,500,109882,13.79210997
27,511,984,2,534.8192447,1335,30,65.64257028,100,249,500,127303,14.79455709
56,429.3473282,878,4,519.6386768,1353,30,64.29007634,100,262,500,129026,15.77869606
50,473.6271186,942,2,515.7754641,1294,30,63.65084746,100,295,300,164833,17.4810009
29,377.2592593,744,1,512.2725225,1359,30,65.003367,100,297,400,144512,17.36804414
33,493.3476395,1080,4,516.8693207,1363,30,67.63948498,100,233,400,121495,14.34381413
19,603.7333333,1171,2,532.5011506,1321,30,65.82083333,100,240,400,137425,14.45272946
19,574.0512821,1092,2,528.504902,1346,30,66.13186813,100,273,400,144481,16.15175939
31,467.8692308,959,2,525.7647758,1342,30,64.95769231,100,260,400,137706,15.96388721
56,604.5758621,1184,3,522.6827348,1321,30,64.71724138,100,290,400,159398,16.98626113
27,429.4814815,851,4,510.0687733,1333,31,67.13131313,100,297,300,157331,18.01071596
61,380.7067308,818,3,502.1645764,1288,30,64.28846154,100,208,300,98792,13.10350037
23,581.6666667,1088,3,527.9892727,1329,30,63.91983122,100,237,500,121400,14.08793974
41,510.8313253,984,5,524.910675,1349,30,63.7751004,100,249,300,136786,14.65259695
27,446.1933962,936,4,523.5147098,1352,30,65.66981132,100,212,300,112261,13.28439975
21,443.3919414,907,3,518.6790293,1378,30,66.89377289,100,273,500,133165,15.89188743
24,568.3464286,1130,4,546.5674859,1349,30,64.85357143,100,280,400,153177,16.13379002
18,556.3826087,1073,1,512.7153978,1336,30,64.35652174,100,230,300,131860,14.25982642
13,520.6666667,954,5,542.6899624,1334,30,65.42198582,100,282,500,146498,16.62950563
27,476.4878893,922,2,503.0275135,1335,30,64.10034602,100,289,300,151124,16.85735607
29,583.5462185,1102,3,531.5981279,1348,30,66.71848739,100,238,300,143829,14.65959334
45,418.109215,853,4,534.134672,1347,30,65.95221843,100,293,400,146403,16.66346478
13,470.3173432,956,2,532.5378434,1326,30,65.76383764,100,271,300,148495,16.60050321
22,497.7736626,976,3,522.2729994,1325,30,66.91769547,100,243,500,121154,14.22887707
30,545.0438596,1030,6,519.6728495,1319,30,67.10964912,99,228,300,131203,13.96101308
33,400.0669456,800,2,513.9259168,1284,30,65.48953975,100,239,500,112855,14.32778025
33,611.4663462,1198,4,502.6572371,1315,30,65.09615385,100,208,300,123400,12.62877679
52,468.2955326,985,1,529.9617964,1345,30,64.88316151,100,291,300,161921,17.55995369
21,660.0912281,1203,5,522.619916,1314,30,63.17894737,100,285,400,165358,17.00627089
17,422.9273356,878,3,521.7665561,1344,30,64.47750865,100,289,300,148175,17.05322409
14,437.1330472,952,2,539.6764096,1338,30,68.02145923,100,233,500,113642,13.57123566
29,636.0552995,1127,5,528.5121608,1328,30,66.18894009,100,217,500,114156,12.59281635
43,455.3209877,909,5,510.12747,1351,30,65.97530864,100,243,300,129150,14.58465457
39,429.2936508,824,5,539.6558212,1340,30,66.3452381,100,252,300,130929,14.7775631
42,601.232,1196,3,518.6294297,1317,30,64.032,99,250,500,133397,14.87946725
23,439.7509025,848,4,519.9228797,1302,30,63.77617329,100,277,300,146596,16.94132543
12,472.1660517,913,4,529.9069291,1352,30,66.03690037,100,271,400,142752,16.14476228
9,395.4966443,787,5,528.4280162,1353,30,63.6442953,100,298,500,142499,17.23815584
20,476.634981,930,3,501.6829013,1279,30,64.40304183,100,263,500,125118,15.57009196
12,690.2382979,1285,3,531.2090198,1346,30,65.96595745,100,235,300,151651,14.55169582
35,538.7765568,1118,5,536.1227645,1355,30,66.68864469,100,273,400,148054,16.25172186
14,431.0692308,848,2,528.1884764,1310,30,65.01923077,100,260,500,124567,15.1313231
50,512.3946488,1031,1,523.7182779,1320,30,66.06020067,100,299,500,153022,17.70185256
9,468.556338,998,4,517.7097994,1357,30,66.12323944,100,284,400,146184,16.6884315
53,515.0549451,1039,4,532.8985941,1353,30,64.47985348,100,273,400,143279,16.89835167
53,646.7409091,1218,4,532.9706517,1305,30,64.04090909,100,220,400,127804,13.59622169
13,446.3682432,900,3,519.1707284,1318,30,65.84121622,100,296,300,156705,19.33591914
12,398.3788396,809,4,525.2577259,1349,30,62.66552901,100,293,300,152499,17.2911253
42,518.4148148,987,4,532.1685254,1375,30,65.31481481,100,270,300,154753,15.93690252
38,502.7120623,986,3,532.5116428,1330,30,65.64202335,100,257,400,134119,15.38721848
16,395.2559727,721,5,528.9242134,1358,30,66.04095563,100,293,500,146913,17.75685978
24,559.39801,1027,3,518.0789552,1252,30,66.29353234,100,201,500,101271,12.25398731
61,551.0696517,1029,6,530.1818408,1369,30,64.84079602,100,201,500,101870,12.11604977
59,667.2867384,1277,2,528.0473943,1328,30,66.01075269,100,279,400,165050,16.27870584
25,465.390411,916,2,529.8330038,1325,30,66.45547945,100,292,500,143093,17.203161
22,517.5642023,999,4,517.7531919,1357,30,67.18677043,100,257,500,126689,15.10136056
21,653.5642023,1201,3,513.259454,1350,30,65.18287938,100,257,300,160949,15.52113771
44,495.3368794,993,2,513.4850206,1367,30,65.0212766,100,282,500,137136,16.55552959
14,503.6073826,1053,1,523.3739407,1342,30,65.52013423,100,298,400,154937,18.07064056
27,606.6542373,1156,2,511.1814136,1319,30,63.76949153,100,295,500,154348,17.60692716
30,457.0985401,950,3,524.730542,1358,30,62.8649635,100,274,300,148221,16.69744897
7,402.65625,799,4,532.5845588,1372,30,68.6484375,100,256,500,121884,15.68402791
49,429.2068966,794,6,544.9362045,1281,30,66.57635468,100,203,300,105101,12.60480785
17,400.4897119,827,5,508.0521715,1307,30,65.0781893,100,243,500,113170,14.53070593
36,559.6775362,1036,3,530.7927273,1357,30,64.62318841,100,276,500,145057,16.64449477
53,469.9246575,930,3,520.700772,1358,30,65.84589041,100,292,300,163175,16.9752872
34,511.9886364,1022,5,522.7489918,1295,30,63.13636364,100,264,400,138052,16.15577888
32,490.5107914,978,2,515.6306002,1337,30,67.22302158,100,278,300,157119,17.61291909
17,672.2465278,1249,4,523.6035859,1358,30,66.39236111,100,288,500,157177,17.07223344
18,714.0395683,1271,4,536.5304262,1363,30,66.28776978,100,278,500,158219,16.48754692
18,460.4530612,994,5,535.0541318,1286,30,64.19183673,100,245,300,135220,15.04541278
50,430.4857143,835,1,525.0771018,1311,30,65.68571429,100,210,400,100198,12.87663126
58,499.6586345,1026,3,532.2859179,1369,30,65.73092369,99,249,500,126542,14.73557115
54,414.7318182,777,2,538.1215442,1372,30,66.57727273,100,220,400,107880,12.93357944
12,472.3068182,946,3,537.4482659,1353,30,63.98863636,100,264,500,133435,15.42117882
37,430.8095238,840,2,530.4170149,1315,30,65.26839827,100,231,400,115233,14.00898528
20,562.8960396,1123,2,527.5279543,1276,30,66.93069307,100,202,300,118057,12.61580229
30,426.4875,856,4,527.6904812,1311,30,63.86666667,100,240,500,115032,14.25584769
26,603.0418605,1157,5,517.6018257,1361,30,64.8,100,215,300,127621,13.24344563
27,621.127907,1099,5,537.5499351,1326,30,65.47674419,100,258,400,148318,16.08579659
37,523.4605809,1070,5,528.3065698,1355,30,65.24896266,100,241,300,133566,14.53268552
39,474.0212766,917,1,518.6378436,1291,30,65.08156028,100,282,300,151638,17.48799634
32,583.5381526,1119,3,521.5748154,1334,30,66.06024096,100,249,500,132471,14.95444369
18,503.0848214,1001,2,516.3361227,1325,30,67.94196429,100,224,300,123574,13.43831348
40,479.2568493,944,3,525.5754837,1345,30,61.86643836,100,292,500,143432,16.87636232
47,414.3266129,748,4,541.9062622,1337,30,63.6733871,100,248,400,125033,14.6266315
29,590.5041322,1200,2,516.2284901,1334,30,65.46280992,100,242,500,126634,14.54269838
45,595.0973154,1124,3,528.2511468,1362,30,66.3590604,100,298,500,159986,18.07365894
15,442.1666667,877,3,516.5332271,1292,30,63.50980392,100,204,500,92269,12.09307981
26,453.3396947,870,4,522.2032406,1308,30,63.5,100,262,500,128069,15.18131471
30,477.3909091,958,5,535.6937733,1329,30,64.91818182,100,220,400,111581,13.45929837
5,531.8068182,1055,5,538.2633656,1339,30,63.72727273,100,264,400,143400,15.27628112
22,578.5582524,1147,6,523.7111532,1349,30,67.13106796,100,206,400,113442,12.46187067
34,481.7363636,977,2,534.0667912,1372,30,64.30454545,100,220,300,119742,13.56421876
39,637.9952607,1266,6,516.8390882,1357,30,63.76303318,100,211,400,118295,12.36694646
5,576.088,1094,5,532.3762249,1334,30,64.06,100,250,400,134863,14.83151674
53,617.8691275,1183,4,505.2153074,1304,30,66.33221477,100,298,400,167302,17.78084588
33,435.8265306,949,2,483.7378282,1291,30,63.37755102,100,294,400,138019,16.81040215
6,474.7660377,884,4,525.6768439,1289,30,65.59245283,100,265,500,132942,15.98085761
58,686.7587413,1259,2,524.1795363,1332,30,65.85664336,100,286,300,189342,17.14221215
32,626.2477876,1182,4,504.746116,1244,30,62.65044248,100,226,500,114550,13.65520692
83,461.1336207,938,1,524.5959845,1358,30,65.03448276,100,232,500,113272,13.68317461
51,415.6956522,866,3,518.5312788,1329,30,68.03344482,100,299,300,157422,21.09994793
46,741.0236486,1313,3,528.3985112,1353,30,66.05405405,100,296,300,208009,17.99570417
83,392.6911765,680,2,526.7059638,1319,30,65.51102941,100,272,500,127809,16.13376975
7,562.3142857,1108,1,538.6923707,1324,30,66.73571429,100,280,400,151152,16.20574903
45,493.7903226,990,1,525.4019851,1322,30,66.28629032,100,248,500,127745,14.91846395
20,577.210084,1154,3,510.9204695,1320,30,64.78151261,100,238,400,125015,13.9829824
29,633.2807018,1212,6,527.8176443,1298,30,66.73684211,100,228,300,142208,14.01700044
29,413.8627451,848,3,523.9862282,1334,30,65.9254902,100,255,300,132467,15.36620998
15,570.1511111,1075,6,525.9478175,1319,30,66.63555556,100,225,300,131834,13.81409669
33,599.1232877,1090,1,523.5083086,1320,30,64.14041096,100,292,400,162529,17.26812196
49,505.2647059,1010,4,530.9877673,1351,30,64.84033613,100,238,400,123006,13.72014976
28,640.5017921,1199,4,525.40886,1326,30,65.00358423,100,279,300,172728,17.42500973
43,366.2673993,686,2,495.1716494,1303,30,63.00732601,100,273,400,124168,16.59950161
44,437.3333333,903,3,514.5710403,1321,30,64.85964912,100,285,500,135823,17.9157505
45,450.6137184,884,2,528.0946738,1317,30,64.22021661,100,277,400,142986,16.7254324
30,457.75,867,5,538.2846526,1345,30,64.12121212,100,264,400,137321,15.67201257
61,496.059633,1031,6,536.4278104,1297,30,67.76146789,100,218,500,110547,12.97855258
21,425.8275862,820,3,511.6932378,1318,30,65.0862069,100,232,400,112924,14.22785902
3,437.026616,850,4,532.1082925,1321,30,65.57034221,100,263,500,127193,15.90392208
43,641.1342756,1172,2,529.4138536,1346,30,64.07773852,100,283,400,165187,16.43461657
30,477.6037736,926,6,508.0450684,1280,30,66.86320755,99,212,400,107388,13.37035131
23,581.9825784,1131,4,531.2177579,1311,30,65.3554007,100,287,400,158591,17.00129414
12,394.0814815,741,3,523.1262288,1318,30,65.68518519,100,270,500,128076,17.63758254
42,396.7330827,797,3,530.4597815,1363,30,65.90225564,100,266,300,135263,16.29867411
46,552.3349754,1083,2,544.7678876,1263,30,61.8226601,100,203,500,106472,13.50408697
33,415.2213115,853,1,528.4240032,1349,31,64.89344262,100,244,500,115146,14.40675688
34,589.0091324,1027,4,537.7324368,1298,30,66.05022831,100,219,500,112822,12.77571082
20,490.4725738,1020,3,531.9942073,1311,30,64.97046414,100,237,500,116828,13.23942304
10,479.3465704,967,6,523.3835086,1304,30,64.93862816,100,277,300,151571,16.66448617
27,395.0433213,695,1,532.1902632,1311,30,63.58122744,100,277,400,134530,17.1817162
21,579.419214,1119,5,538.1665134,1293,30,64.20524017,100,229,300,135709,14.36679792
15,522.4009009,1054,4,524.1171579,1362,30,65.32432432,100,222,400,116340,13.21845818
40,477.0469484,1035,5,511.8232793,1379,30,64.02816901,100,213,300,115489,13.25341773
28,689.3605769,1177,3,507.7421033,1278,30,65.72115385,100,208,500,111375,12.50284648
12,555.7272727,1060,3,514.8878982,1384,30,64.32644628,100,242,400,126968,14.83851194
28,502.3511111,1025,4,523.7802381,1348,30,65.52888889,100,225,400,116582,14.15782619
34,578.5833333,1098,6,521.9021489,1316,30,64.00378788,99,264,500,133689,21.4194603
59,493.7391304,1053,1,531.300455,1357,32,66.24637681,100,207,500,100087,13.28855085
24,416.8571429,851,2,535.5627469,1340,31,68.96059113,100,203,400,99332,14.00305104
41,582.2675585,1153,3,532.2581985,1286,30,65.97658863,100,299,500,162841,19.01416969
10,435.2637363,932,5,500.2287492,1329,30,63.38095238,100,273,400,136724,26.51889682
28,555.3507463,1148,5,521.6280955,1343,30,63.54850746,100,268,300,151904,19.36615443
20,436.2045455,855,5,513.302034,1262,30,64.50454545,100,220,300,111899,14.83013868
19,454.1291667,921,1,524.5169805,1289,30,65.06666667,100,240,400,117648,15.24030089
46,556.033195,1125,4,526.4323651,1330,30,67.54771784,100,241,300,144098,15.92442989
21,402.3190661,766,2,525.0212488,1289,30,64.18287938,100,257,300,131525,19.41312814
28,474.6770428,919,2,525.0958779,1366,30,62.29571984,99,257,400,133649,22.80736351
37,374.3596059,745,2,505.8211969,1327,30,63.07881773,100,203,500,91778,13.59527993
34,632.3951049,1234,3,536.8829591,1396,30,65.5,100,286,300,178979,17.83277869
14,478.2227074,969,5,510.0996323,1288,32,66.64628821,100,229,500,111036,15.90208459
9,602.4959016,1105,6,524.3285097,1322,30,66.66803279,100,244,500,129596,17.72147536
20,612.3662551,1202,3,520.2878278,1366,30,65.88477366,100,243,500,129441,16.34159565
29,509.8619529,1058,2,529.8396806,1316,30,64.24242424,100,297,500,151221,21.14715385
57,456.4976959,888,2,531.1786994,1291,30,62.1843318,100,217,300,113064,14.61122227
9,478.0869565,1014,3,524.7948353,1304,30,64.93478261,100,276,500,136066,19.12506247
25,696.7188612,1336,2,527.2345958,1346,30,62.58007117,100,281,300,182276,19.21323514
29,483.3239437,959,3,505.3047579,1310,30,65.65140845,100,284,400,145742,19.64641452
24,428.5429864,857,2,540.8475524,1356,30,65.02262443,100,221,300,113536,16.00141859
41,447.2022901,948,5,516.64555,1322,30,66.03435115,100,262,400,131655,16.91791463
22,631.5018727,1144,3,531.1128101,1284,30,64.20973783,100,267,400,156315,17.12422347
6,408.9107143,788,2,523.8507767,1334,30,66.14285714,100,224,400,105663,16.36765575
23,468.5065502,966,3,529.4412396,1289,30,65.0349345,100,229,500,110345,13.81911302
24,476.2610837,1024,4,524.5340194,1344,30,63.68472906,100,203,400,100428,12.14203215
28,405.5513699,894,3,510.3754884,1335,30,65.96917808,100,292,500,140847,16.97027254
33,539,1070,3,528.0224398,1386,30,66.60071942,100,278,300,164672,16.67248249
25,464.9835391,937,3,512.691426,1319,30,64.41975309,100,243,300,129560,14.47871852
21,468.5884354,993,2,532.6319798,1374,30,67.39115646,100,294,300,160751,17.58094192
14,532.8,1024,3,516.4758233,1313,30,62.164,100,250,400,132573,15.02840114
46,643.6515837,1221,4,531.5524476,1336,30,65.22624434,100,221,500,121206,13.39035988
18,569.1085271,1089,3,521.3209966,1364,30,64.40310078,100,258,400,138799,15.55809641
25,393.4085603,726,4,534.8627189,1330,30,64.29571984,99,257,300,126802,15.41516137
32,400.5403509,791,1,509.5041512,1300,30,63.98596491,100,285,300,140710,17.67788625
9,402.7630522,791,4,509.9458803,1269,30,65.63453815,100,249,400,118883,14.90625143
41,561.8338983,1124,4,526.2213997,1323,30,66.17966102,100,295,300,180223,18.20658326
37,551.6987448,1010,2,519.8625224,1327,30,63.79916318,100,239,500,122706,16.26169944
27,575.96337,1098,3,515.3658964,1338,30,66.84981685,100,273,300,164475,18.86220837
18,609.1910569,1121,3,523.5666833,1303,30,64.52439024,100,246,500,133558,19.47685719
36,440.0901288,920,5,531.445686,1338,30,62.53218884,100,233,300,118714,13.95901299
12,616.0954357,1178,1,533.1014523,1333,30,66.43983402,100,241,500,131765,17.1341157
84,398.4658635,730,1,533.5649372,1341,30,63.32931727,100,249,300,126257,16.84236455
20,565.6788321,1085,1,528.7483757,1280,30,64.89051095,100,274,500,143871,23.92259955
33,552.92,1038,2,525.3368339,1318,30,65.24,100,300,300,176613,18.44044876
44,485.7033493,1007,3,521.6479573,1328,30,63.64593301,100,209,400,105624,12.99237037
17,470.9026217,992,3,503.879136,1325,30,65.5093633,100,267,300,144606,17.38542056
55,378.2869955,749,2,510.6484871,1333,30,61.40358744,100,223,300,106215,14.09597421
22,520.1102362,1021,4,508.6923532,1276,30,65.77952756,100,254,500,125363,15.84393549
13,701.6063348,1262,3,529.0327849,1352,30,67.6561086,100,221,500,123601,17.42303228
39,603.3237705,1131,1,511.7279566,1323,30,62.70491803,100,244,300,141531,16.9243288
18,496.2621359,986,3,506.0230642,1325,30,65.6407767,100,206,400,103356,12.51983929
14,450.6293436,964,5,516.9895543,1327,30,65.00772201,100,259,500,121211,16.3966167
21,487.0287081,972,6,514.9390412,1361,30,66.81339713,100,209,400,106449,12.04213047
25,394.3839662,777,2,520.9755775,1327,30,65.19409283,100,237,300,118780,16.75435615
12,563.7560976,1106,2,516.2609829,1283,30,66.08362369,100,287,400,158167,17.38805127
53,416.9053498,815,3,534.0601299,1316,30,67.19341564,100,243,500,116021,14.66460943
51,548.313253,1085,2,511.0499741,1372,30,66.25702811,100,249,500,122066,14.75857902
21,643.625,1267,4,506.7088235,1309,30,63.859375,100,256,500,132066,25.02268386
38,500.6068966,1056,3,526.9091278,1341,30,66.82068966,100,290,500,152394,18.95349526
20,432.3680556,911,4,523.2646874,1360,30,64.68055556,100,288,300,149877,19.71774077
15,502.0585938,982,1,533.5395221,1321,30,66.02734375,100,256,400,133999,16.11677933
28,545.0780142,1112,3,516.8935161,1339,30,62.76950355,100,282,500,144490,18.61534834
77,484.8379447,923,4,526.2409812,1346,30,66.35968379,100,253,500,128165,17.11521053
33,577.1633333,1157,5,528.8527536,1342,30,64.9,100,300,400,168104,19.58679557
29,467.7244898,935,2,523.444429,1341,30,63.55102041,100,294,500,145404,19.2939415
16,568.6280702,1150,2,515.2151223,1343,30,64.55438596,100,285,300,165765,17.26714349
48,544.5652174,1061,3,523.5539871,1318,30,64.83794466,100,253,500,126459,16.89433384
59,411.3625954,756,1,550.0220526,1310,30,64.28244275,100,262,300,136941,22.86192036
44,428.1713287,883,2,525.8379585,1349,30,64.16433566,100,286,300,148394,18.4634192
17,641.7157191,1259,3,541.9690018,1329,30,65.62207358,100,299,400,177650,20.74313354
36,420.7782805,924,3,516.0249691,1344,30,62.82352941,100,221,300,109126,16.78042102
30,526.2613636,1034,5,527.1013366,1301,30,67.71969697,100,264,500,134959,20.03353953
77,547.8428571,1062,2,512.2857143,1348,30,63.35238095,100,210,300,121572,14.07392764
22,495.480315,1026,2,512.0071271,1276,30,66.21653543,100,254,500,121793,17.07922673
34,521.3268482,987,4,547.2293896,1328,30,67.12062257,100,257,500,132866,16.10778213
25,546.0438247,1104,2,539.08,1327,30,66.68924303,100,251,300,148369,18.14561939
49,617.6,1126,3,520.804214,1348,30,65.47333333,100,300,300,186882,22.5810833
38,524.6181102,973,2,541.1376241,1358,30,66.57086614,100,254,400,137438,17.92674446
18,399.5265152,817,6,519.356291,1339,30,65.54545455,100,264,500,128813,16.10578561
66,459.930131,889,2,518.5125259,1305,30,66.05240175,100,229,300,120322,14.16689324
27,537.2808511,1015,4,524.9581378,1345,30,66.6893617,100,235,500,116702,15.36421037
49,695.9033333,1215,6,518.2732664,1297,30,63.24666667,100,300,500,169719,18.03566051
18,458.2629482,950,2,528.59251,1298,30,65.15537849,100,251,300,134074,15.45415878
15,716.634058,1289,2,526.7855336,1316,30,63.33695652,100,276,400,163059,18.06465411
6,404.1433824,836,3,525.9967441,1368,30,64.4375,100,272,300,139338,16.32468104
39,676.3434343,1237,4,510.9362089,1334,30,67.18855219,100,297,400,174515,32.470402
29,485.4414716,993,4,520.8509798,1360,30,65.88963211,100,299,400,155255,28.36289954
11,611.6083333,1078,3,519.1741632,1322,30,65.175,100,240,400,130909,24.43260598
39,500.1681034,1040,4,521.1649127,1327,30,65.3362069,100,232,500,111063,15.56031656
60,505.5619048,958,3,537.8363636,1318,30,66.73809524,100,210,400,111418,31.26705146
22,615.2888889,1180,6,539.8901587,1311,30,69.24888889,100,225,400,127025,18.55338597
23,405.5839161,833,1,518.9975463,1351,30,63.31468531,100,286,300,148305,18.33950663
24,392.0508475,787,2,511.1945117,1336,30,65.81694915,100,295,500,139630,19.17503047
12,521.9115044,974,3,506.3605113,1275,30,66.12389381,100,226,300,124307,15.86192751
30,408.5259516,766,1,534.8778354,1358,30,63.4532872,100,289,400,141434,18.83622313
16,641.5620438,1222,2,508.3311409,1254,30,64.41970803,100,274,500,141960,17.71584487
36,479.0590406,983,6,520.5118218,1315,30,64.43542435,100,271,300,147152,18.09564781
21,430.2394366,869,4,529.015279,1350,30,62.19014085,99,284,400,139235,17.82182431
2,455.5783582,1040,3,509.9208732,1353,30,61.4141791,100,268,300,136999,20.64008379
38,489.5265306,973,5,521.5554031,1325,30,63.48979592,100,245,400,125767,15.64602876
18,463.3730159,905,3,532.166888,1304,30,62.93650794,100,252,300,138269,16.86535501
42,447.3449612,918,3,503.0330287,1295,30,65.51550388,100,258,500,121731,16.4685986
44,698.8894009,1299,1,525.3735279,1326,30,63.52073733,100,217,500,116090,14.68959594
31,388.004065,768,4,498.2550854,1344,30,65.02439024,100,246,500,109973,18.32223535
4,617.1940299,1188,8,523.7275124,1330,30,63.7761194,100,201,300,121789,13.91603684
50,670.3712871,1232,4,519.8804492,1336,30,63.47524752,99,202,500,107844,11.86096859
14,541.7491525,1074,3,522.5432953,1344,30,66.86440678,100,295,300,171410,20.52427912
29,576.5550459,1158,7,512.7802816,1293,30,64.03211009,100,218,500,112027,13.91201973
45,407.4126394,832,2,514.6063641,1313,30,65.13011152,100,269,400,129054,17.41203618
13,496.9613527,1066,5,517.0787487,1322,30,66.19806763,100,207,300,111228,14.80253172
25,401.2605364,796,2,533.0603301,1353,30,65.81226054,100,261,500,128094,17.59993052
44,542.5505226,1048,5,521.3073512,1358,30,65.39721254,100,287,500,142563,21.92836165
33,501.2913043,1049,2,521.6667932,1379,30,67.29130435,100,230,500,112431,18.57637525
40,418.3320463,840,3,535.7762414,1356,30,65.76447876,100,259,500,127489,18.25355625
30,494.1156716,1004,2,527.5811113,1357,30,66.96641791,100,268,500,134052,16.86835217
34,486.4199134,1002,3,523.9089403,1293,30,64.48484848,100,231,500,109609,29.52807808
47,417.3669065,843,5,520.2199829,1358,30,65.98201439,100,278,300,141090,25.06463671
33,603.0610687,1175,2,532.8119388,1323,30,66.60305344,100,262,500,142768,18.67429852
